Temp(degC),Salinity(PSU),pH,DO(mg/l),rainfall(mm),At_temp(degC)
26.5,34.8,8.1,1.97,0,22.2
26.5,34.8,8.1,2.28,0,22.2
26.5,34.8,8.1,2.289,0,22.2
26.6,34.8,8.1,2.289,0,22.2
26.6,34.8,8.1,2.289,0,22.3
26.6,34.8,8.1,2.289,0,22.3
26.6,34.8,8.1,2.289,0,22.3
26.6,34.8,8.1,2.365,0,22.3
26.6,34.8,8.1,2.36,0,22.4
26.6,34.8,8.1,2.36,0,22.4
26.6,34.8,8.1,2.36,0,22.4
26.6,34.8,8.1,2.36,0,22.5
26.6,34.8,8.1,2.36,0,22.5
26.6,34.8,8.1,2.36,0,22.6
26.6,34.8,8.1,2.36,0,22.6
26.6,34.8,8.1,2.36,0,22.6
26.6,34.8,8.1,2.36,0,22.7
26.6,34.8,8.1,2.36,0,22.8
26.6,34.8,8.1,2.36,0,22.8
26.6,34.8,8.1,2.36,0,22.9
26.6,34.8,8.1,2.332,0,22.9
26.6,34.8,8.1,2.393,0,23
26.7,34.8,8.1,2.36,0,23.1
26.8,34.8,8.1,2.36,0,23.1
26.8,34.8,8.1,2.36,0,23.2
26.8,34.8,8.1,2.36,0,23.3
26.8,34.8,8.1,2.36,0,23.4
26.8,34.7,8.1,2.36,0,23.5
26.8,34.7,8.1,2.36,0,23.6
26.8,34.7,8.1,2.428,0,23.7
26.8,34.7,8.1,2.671,0,23.8
26.8,34.7,8.1,2.701,0,23.9
26.9,34.7,8.1,2.71,0,24
27,34.7,8.1,2.713,0,24.1
27,34.7,8.1,2.713,0,24.2
27,34.7,8.1,2.713,0,24.3
27,34.7,8.1,2.713,0,24.4
27,34.7,8.1,2.713,0,24.6
27,34.6,8.1,2.713,0,24.7
27,34.5,8.1,2.713,0,24.8
27,34.4,8.1,2.713,0,24.9
27,34.4,8.1,2.713,0,25.1
27,34.4,8.1,2.713,0,25.2
27,34.4,8.1,2.713,0,25.4
27,34.4,8.1,2.713,0,25.5
27,34.4,8.1,2.713,0,25.6
27,34.4,8.1,2.713,0,25.8
27.1,34.4,8.1,2.713,0,25.9
27.1,34.4,8.1,2.713,0,26.1
27.2,34.4,8.1,2.713,0,26.2
27.3,34.4,8.1,2.713,0,26.4
27.3,34.4,8.1,3.544,0,26.5
27.4,34.4,8.1,4.88,0,26.7
27.4,34.4,8.1,5.002,0,26.8
27.5,34.4,8.1,5.006,0,27
27.5,34.4,8.1,5.006,0,27.1
27.5,34.4,8.1,5.064,0,27.3
27.5,34.4,8.1,5.113,0,27.4
27.5,34.3,8.1,5.569,0,27.5
27.6,34.3,8.1,5.817,0,27.7
27.6,34.3,8.1,6.217,0,27.8
27.6,34.2,8.1,6.628,0,27.9
27.6,34.2,8.1,7.068,0,28.1
27.6,34.2,8.1,7.064,0,28.2
27.6,34.2,8.11,7.126,0,28.3
27.6,34.2,8.16,7.502,0,28.4
27.6,34.2,8.17,7.745,0,28.5
27.6,34.2,8.17,7.741,0,28.6
27.6,34.2,8.19,7.741,0,28.7
27.6,34.2,8.24,7.741,0,28.8
27.6,34.2,8.27,7.741,0,28.9
27.6,34.2,8.29,7.741,0,28.9
27.6,34.2,8.29,7.741,0,29
27.6,34.2,8.29,7.741,0,29
27.6,34.2,8.29,7.741,0,29.1
27.6,34.2,8.29,7.741,0,29.1
27.6,34.2,8.29,7.741,0,29.1
27.6,34.2,8.29,7.741,0,29.1
27.6,34.2,8.38,7.741,0,29.1
27.6,34.2,8.41,7.741,0,29.1
27.6,34.2,8.42,7.66,0,29.1
27.6,34.2,8.42,7.564,0,29.1
27.5,34.2,8.42,7.26,0,29.1
27.4,34.2,8.42,7.127,0,29.1
27.3,34.2,8.42,7.123,0,29.1
27.3,34.2,8.42,7.123,0,29
27.3,34.2,8.42,7.024,0,29
27.3,34.2,8.42,6.934,0,28.9
27.3,33.8,8.49,6.88,0,28.8
27.2,33.7,8.49,6.433,0,28.8
27.1,33.7,8.49,6.333,0,28.7
27.1,33.7,8.49,6.33,0,28.6
27.1,33.6,8.49,6.33,0,28.5
27.1,33.6,8.49,6.279,0,28.4
27.1,33.6,8.49,6.095,0,28.3
27.1,33.6,8.49,5.644,0,28.2
27.1,33.6,8.49,5.453,0,28
27.1,33.6,8.49,5.131,0,27.9
27.1,33.6,8.49,4.496,0,27.8
27.1,33.6,8.49,4.092,0,27.7
27,33.6,8.49,4.038,0,27.5
27,33.6,8.49,4.036,0,27.4
27,33.6,8.49,3.878,0,27.2
27,33.6,8.49,3.863,0,27.1
27,33.6,8.49,3.863,0,27
27,33.6,8.49,3.863,0,26.8
27,33.6,8.49,3.863,0,26.7
27,33.7,8.49,3.863,0,26.5
27,33.7,8.49,3.863,0,26.4
27,33.8,8.49,3.91,0,26.2
27,33.8,8.49,4.043,0,26.1
27,33.8,8.49,4.042,0,25.9
27,33.8,8.49,4.043,0,25.8
27,33.8,8.49,4.043,0,25.6
27,33.8,8.46,4.043,0,25.5
27,34.4,8.46,4.043,0,25.3
27,34.4,8.46,4.043,0,25.2
27,34.4,8.46,4.043,0,25.1
27,34.4,8.46,4.043,0,24.9
27,34.4,8.46,4.014,0,24.8
27,34.4,8.46,3.986,0,24.7
27,34.4,8.42,3.894,0,24.5
27,34.4,8.38,3.662,0,24.4
27,34.4,8.38,3.234,0,24.3
26.8,34.4,8.38,2.922,0,24.2
26.8,34.4,8.38,2.78,0,24.1
26.8,34.4,8.38,2.604,0,23.9
26.8,34.4,8.38,2.477,0,23.8
26.8,34.4,8.38,2.354,0,23.7
26.8,34.5,8.38,2.24,0,23.6
26.8,34.5,8.38,2.236,0,23.5
26.8,34.5,8.38,2.236,0,23.5
26.8,34.5,8.38,2.236,0,23.4
26.8,34.5,8.38,2.236,0,23.3
26.8,34.5,8.38,2.054,0,23.2
26.8,34.5,8.38,1.888,0,23.1
26.8,34.5,8.38,1.796,0,23.1
26.8,34.5,8.38,1.768,0,23
26.8,34.5,8.38,1.757,0,22.9
26.8,34.5,8.34,1.753,0,22.9
26.8,34.5,8.32,1.753,0,22.8
26.8,34.5,8.27,1.753,0,22.7
26.8,34.5,8.27,1.753,0,22.7
26.8,34.5,8.27,1.753,0,22.6
26.8,34.5,8.27,1.753,0,22.6
26.8,34.5,8.27,1.753,0,22.5
26.8,34.5,8.27,1.753,0,22.5
26.8,34.5,8.27,1.753,0,22.5
26.8,34.5,8.25,1.753,0,22.4
26.8,34.5,8.25,1.753,0,22.4
26.8,34.5,8.25,1.753,0,22.4
26.8,34.6,8.25,1.753,0,22.3
26.8,34.6,8.25,1.753,0,22.3
26.8,34.6,8.2,1.753,0,22.3
26.8,34.6,8.2,1.753,0,22.3
26.7,34.6,8.2,1.753,0,22.2
26.7,34.6,8.2,1.753,0,22.2
26.7,34.6,8.2,1.966,0,22.2
26.7,34.6,8.2,2.017,0,22.2
26.7,34.6,8.2,2.019,0,22.2
26.7,34.6,8.2,2.019,0,22.1
26.7,34.6,8.2,2.019,0,22.1
26.7,34.6,8.2,2.019,0,22.1
26.7,34.6,8.2,2.019,0,22.1
26.7,34.6,8.16,2.019,0,22.1
26.7,34.6,8.16,1.961,0,22.1
26.7,34.6,8.16,1.858,0,22.1
26.7,34.6,8.16,1.855,0,22.1
26.7,34.6,8.16,1.756,0,22.1
26.7,34.6,8.16,1.738,0,22.1
26.7,34.6,8.16,1.737,0,22.1
26.7,34.6,8.16,1.737,0,22
26.7,34.6,8.16,1.737,0,22
26.7,34.6,8.16,1.737,0,22
26.7,34.6,8.16,1.737,0,22
26.7,34.6,8.16,1.737,0,22
26.7,34.6,8.16,1.737,0,22
26.7,34.6,8.16,1.737,0,22
26.7,34.6,8.16,1.737,0,22
26.7,34.6,8.16,1.737,0,22
26.7,34.6,8.16,1.737,0,22
26.7,34.6,8.16,1.737,0,22
26.7,34.6,8.16,1.737,0,22
26.7,34.6,8.16,1.737,0,22
26.7,34.6,8.16,1.765,0,22
26.7,34.6,8.16,1.766,0,22
26.7,34.6,8.16,1.851,0,22
26.7,34.6,8.16,1.857,0,22
26.7,34.6,8.16,2.157,0,22
26.7,34.6,8.16,2.653,0,22
26.7,34.6,8.16,2.653,0,22
26.7,34.6,8.16,2.653,0,21.9
26.7,34.6,8.16,2.653,0,21.9
26.7,34.6,8.16,2.653,0,21.9
26.7,34.6,8.16,2.653,0,21.9
26.7,34.6,8.16,2.653,0,21.9
26.7,34.6,8.16,2.653,0,21.9
26.7,34.6,8.16,2.653,0,21.9
26.7,34.6,8.16,2.653,0,21.9
26.7,34.6,8.16,2.477,0,21.9
26.7,34.6,8.16,2.453,0,21.8
26.7,34.6,8.16,2.452,0,21.8
26.7,34.6,8.16,2.452,0,21.8
26.7,34.6,8.16,2.452,0,21.8
26.7,34.6,8.16,2.452,0,21.8
26.7,34.6,8.16,2.452,0,21.8
26.7,34.6,8.16,2.452,0,21.8
26.7,34.6,8.16,2.452,0,21.8
26.7,34.6,8.16,2.476,0,21.7
26.7,34.6,8.16,2.476,0,21.7
26.7,34.6,8.16,2.476,0,21.7
26.7,34.6,8.16,2.476,0,21.7
26.7,34.6,8.16,2.476,0,21.7
26.7,34.6,8.16,2.476,0,21.7
26.7,34.6,8.16,2.476,0,21.7
26.7,34.6,8.16,2.481,0,21.7
26.7,34.6,8.16,2.482,0,21.6
26.7,34.6,8.16,2.482,0,21.6
26.7,34.6,8.16,2.482,0,21.6
26.7,34.6,8.16,2.482,0,21.6
26.7,34.6,8.16,2.482,0,21.6
26.7,34.6,8.16,2.482,0,21.6
26.7,34.6,8.16,2.482,0,21.6
26.7,34.6,8.16,2.509,0,21.6
26.7,34.6,8.16,2.51,0,21.6
26.7,34.6,8.16,2.51,0,21.5
26.7,34.6,8.16,2.51,0,21.5
26.7,34.6,8.16,2.511,0,21.5
26.7,34.6,8.16,2.512,0,21.5
26.7,34.6,8.16,2.512,0,21.5
26.7,34.6,8.16,2.512,0,21.5
26.7,34.6,8.16,2.512,0,21.5
26.7,34.6,8.16,2.512,0,21.5
26.7,34.6,8.16,2.512,0,21.4
26.7,34.6,8.16,2.512,0,21.4
26.7,34.6,8.16,2.512,0,21.4
26.7,34.6,8.16,2.575,0,21.4
26.7,34.6,8.16,2.733,0,21.4
26.7,34.6,8.16,2.983,0,21.4
26.7,34.6,8.16,2.999,0,21.4
26.7,34.6,8.16,2.999,0,21.4
26.7,34.6,8.16,2.999,0,21.4
26.7,34.6,8.16,2.999,0,21.3
26.7,34.6,8.16,2.999,0,21.3
26.7,34.6,8.16,2.999,0,21.3
26.7,34.6,8.16,2.999,0,21.3
26.8,34.6,8.16,2.999,0,21.3
26.8,34.6,8.16,2.999,0,21.3
26.8,34.6,8.16,2.999,0,21.3
26.8,34.6,8.16,2.999,0,21.3
26.8,34.6,8.16,2.999,0,21.2
26.8,34.6,8.16,2.999,0,21.2
26.8,34.6,8.16,2.999,0,21.2
26.8,34.6,8.16,2.999,0,21.2
26.8,34.6,8.16,2.999,0,21.2
26.8,34.6,8.16,2.999,0,21.2
26.8,34.6,8.16,2.999,0,21.2
26.8,34.6,8.16,2.999,0,21.2
26.8,34.6,8.16,2.999,0,21.1
26.8,34.6,8.16,2.999,0,21.1
26.8,34.6,8.16,2.999,0,21.1
26.8,34.6,8.16,2.999,0,21.1
26.8,34.6,8.16,2.999,0,21.1
26.8,34.4,8.16,2.999,0,21.1
26.8,34.4,8.16,2.999,0,21.1
26.8,34.4,8.16,2.999,0,21.1
26.8,34.4,8.16,3.128,0,21.1
26.8,34.4,8.16,3.229,0,21.1
26.8,34.4,8.16,3.232,0,21.1
26.8,34.4,8.16,3.232,0,21.1
26.8,34.4,8.16,3.376,0,21.1
26.8,34.4,8.16,3.422,0,21.3
26.8,34.4,8.16,3.451,0,21.3
26.8,34.4,8.16,3.543,0,21.4
26.8,34.4,8.16,3.669,0,21.4
26.8,34.4,8.16,3.709,0,21.4
26.8,34.4,8.16,4.253,0,21.5
26.8,34.4,8.16,4.317,0,21.5
26.8,34.4,8.16,4.932,0,21.5
26.8,34.4,8.16,5.162,0,21.6
26.8,34.4,8.16,5.286,0,21.6
26.8,34.4,8.16,5.665,0,21.6
26.8,34.4,8.16,5.883,0,21.7
26.8,34.4,8.16,6.147,0,21.7
26.8,34.4,8.16,6.599,0,21.8
26.8,34.4,8.16,7.051,0,21.8
26.8,34.4,8.16,7.065,0,21.9
26.8,34.4,8.24,7.064,0,21.9
26.8,34.4,8.24,7.064,0,21.9
26.8,34.4,8.26,7.064,0,22
26.8,34.4,8.26,7.064,0,22.1
26.8,34.4,8.29,7.064,0,22.1
26.8,34.4,8.29,6.829,0,22.2
26.9,34.4,8.32,6.887,0,22.3
26.9,34.4,8.34,6.887,0,22.3
26.9,34.4,8.34,6.887,0,22.4
26.9,34.4,8.37,6.887,0,22.5
26.9,34.4,8.39,6.887,0,22.5
27,34.4,8.41,6.887,0,22.6
27,34.4,8.42,6.887,0,22.7
27,34.4,8.42,6.887,0,22.8
27,34.4,8.42,6.887,0,22.9
27,34.4,8.42,6.735,0,23
27,34.4,8.42,6.903,0,23.1
27,34.4,8.42,6.964,0,23.2
27,34.4,8.42,6.969,0,23.3
27,34.4,8.42,6.969,0,23.4
27,34.4,8.42,6.969,0,23.5
27,34.4,8.42,6.969,0,23.6
27,34.4,8.42,6.969,0,23.7
27,34.4,8.42,6.969,0,23.8
27,34.4,8.42,6.969,0,23.9
27,33.8,8.42,6.969,0,24
27,33.2,8.42,6.969,0,24.2
27,33.2,8.42,6.969,0,24.3
27,33.2,8.42,6.969,0,24.4
27,33.2,8.42,6.999,0,24.5
27,33.2,8.42,7.082,0,24.7
27,33.2,8.42,7.081,0,24.8
27,33.2,8.42,7.114,0,24.9
27,33.2,8.42,7.152,0,25.1
27,33.2,8.42,7.369,0,25.2
27.1,33.2,8.42,7.479,0,25.3
27.1,33.2,8.42,7.489,0,25.5
27.1,33.2,8.42,7.546,0,25.6
27.1,33.2,8.42,7.546,0,25.7
27.1,33.2,8.42,7.546,0,25.9
27.1,33.2,8.42,7.546,0,26
27.1,33.2,8.42,7.546,0,26.2
27.1,33.2,8.43,7.546,0,26.3
27.1,33.2,8.43,7.546,0,26.4
27.1,33.2,8.46,7.507,0,26.6
27.1,33.2,8.47,7.53,0,26.7
27.1,33.2,8.47,7.508,0,26.8
27.1,33.2,8.47,7.39,0,27
27.1,33.2,8.47,7.084,0,27.1
27.1,33.2,8.47,6.977,0,27.3
27.1,33.2,8.47,6.704,0,27.4
27.1,33.2,8.47,6.663,0,27.5
27.1,33.2,8.47,6.641,0,27.6
27.1,33.2,8.47,6.642,0,27.8
27.1,33.2,8.47,6.642,0,27.9
27.1,33.2,8.47,6.642,0,28
27.1,33.2,8.47,6.565,0,28.1
27.1,33.2,8.47,6.642,0,28.2
27.1,33.2,8.47,6.674,0,28.3
27.1,33.2,8.47,6.613,0,28.4
27.1,33.2,8.47,6.582,0,28.5
27.1,33.2,8.47,6.553,0,28.6
27.1,33.2,8.47,6.513,0,28.7
27.1,33.2,8.47,6.348,0,28.8
27.1,33.2,8.47,6.343,0,28.9
27.1,33.2,8.47,6.24,0,28.9
27.1,33.2,8.47,6.235,0,29
27.1,33.2,8.47,6.234,0,29.1
27.1,33.2,8.47,6.235,0,29.1
27.1,33.2,8.47,6.235,0,29.2
27.1,33.2,8.47,6.235,0,29.2
27.1,33.2,8.47,6.235,0,29.3
27.1,33.2,8.47,6.235,0,29.3
27.1,33.2,8.47,6.235,0,29.3
27.1,33.2,8.47,6.235,0,29.3
27.1,33.2,8.47,6.235,0,29.3
27.1,33.2,8.47,6.235,0,29.3
27.1,33.2,8.47,6.235,0,29.3
27.1,33.2,8.47,6.235,0,29.3
27.1,33.2,8.47,6.235,0,29.3
27.1,33.2,8.47,6.187,0,29.3
27.1,33.3,8.47,6.185,0,29.3
27.1,33.3,8.47,6.185,0,29.3
27.1,33.3,8.47,6.185,0,29.3
27.1,33.3,8.47,6.185,0,29.2
27.1,33.3,8.47,6.185,0,29.2
27.1,33.3,8.47,6.185,0,29.1
27.1,33.3,8.47,6.185,0,29.1
27.1,33.3,8.47,6.185,0,29
27.1,33.3,8.47,6.185,0,28.9
27.1,33.3,8.47,6.185,0,28.8
27.1,33.3,8.47,6.16,0,28.8
27.1,33.3,8.47,6.114,0,28.7
27.1,33.5,8.47,6.113,0,28.6
27.1,33.8,8.47,6.113,0,28.5
27.1,33.8,8.47,6.045,0,28.4
27.1,33.8,8.47,5.615,0,28.3
27.1,33.8,8.47,5.485,0,28.2
27.1,33.8,8.47,5.354,0,28.1
27.1,33.8,8.47,5.312,0,27.9
27.1,33.8,8.47,5.181,0,27.8
27.1,33.8,8.47,5.103,0,27.7
27.1,33.8,8.47,5.1,0,27.6
27.1,33.8,8.47,5.1,0,27.5
27.1,33.8,8.47,5.1,0,27.3
27.1,33.9,8.47,5.1,0,27.2
27.1,34,8.47,5.1,0,27.1
27.1,34.4,8.47,5.046,0,26.9
27.1,34.5,8.47,4.568,0,26.8
27.1,34.5,8.47,4.355,0,26.6
27.1,34.5,8.47,3.98,0,26.5
27.1,34.5,8.47,3.754,0,26.4
27.1,34.5,8.47,3.741,0,26.2
27.1,34.5,8.47,3.723,0,26.1
27.1,34.5,8.47,3.642,0,26
27.1,34.5,8.47,3.512,0,25.8
27.1,34.5,8.47,3.164,0,25.7
27.1,34.5,8.47,2.989,0,25.5
27.1,34.5,8.47,2.932,0,25.4
27.1,34.5,8.47,2.929,0,25.3
27.1,34.5,8.47,2.929,0,25.1
27.1,34.5,8.47,2.924,0,25
27.1,34.5,8.46,2.924,0,24.9
27.1,34.5,8.46,2.905,0,24.7
27.1,34.5,8.37,2.814,0,24.6
27.1,34.5,8.37,2.734,0,24.5
27.1,34.5,8.37,2.739,0,24.3
27.1,34.5,8.37,2.739,0,24.2
27.1,34.5,8.37,2.739,0,24.1
27.1,34.5,8.37,2.739,0,24
27.1,34.5,8.37,2.739,0,23.9
27.1,34.5,8.37,2.739,0,23.7
27.1,34.5,8.37,2.739,0,23.6
27.1,34.5,8.36,2.739,0,23.5
27.1,34.5,8.36,2.739,0,23.4
27.1,34.5,8.36,2.739,0,23.3
27.1,34.5,8.33,2.739,0,23.2
27.1,34.5,8.33,2.739,0,23.1
27.1,34.5,8.33,2.739,0,23
27.1,34.5,8.33,2.739,0,22.9
27,34.5,8.33,2.739,0,22.8
27,34.5,8.33,2.739,0,22.8
27,34.5,8.33,2.739,0,22.7
27,34.5,8.33,2.972,0,22.6
27,34.5,8.33,3.198,0,22.5
27,34.5,8.33,3.197,0,22.4
27,34.5,8.33,3.198,0,22.4
27,34.5,8.29,3.198,0,22.3
27,34.5,8.29,3.198,0,22.2
27,34.5,8.29,3.198,0,22.2
27,34.5,8.29,3.198,0,22.1
27,34.5,8.29,3.301,0,22
27,34.5,8.29,3.3,0,22
27,34.5,8.29,3.3,0,21.9
27,34.5,8.29,3.3,0,21.9
27,34.5,8.29,3.3,0,21.8
27,34.6,8.29,3.3,0,21.8
27,34.6,8.29,3.3,0,21.7
27,34.6,8.29,3.305,0,21.7
27,34.6,8.29,3.307,0,21.6
27,34.6,8.29,3.33,0,21.6
27,34.6,8.29,3.307,0,21.6
27,34.6,8.29,3.307,0,21.5
27,34.6,8.29,3.307,0,21.5
27,34.6,8.29,3.307,0,21.5
27,34.6,8.29,3.307,0,21.4
27,34.6,8.29,3.307,0,21.4
27,34.6,8.29,3.307,0,21.4
27,34.6,8.29,3.307,0,21.4
27,34.6,8.29,3.307,0,21.3
27,34.6,8.29,3.307,0,21.3
27,34.6,8.29,3.307,0,21.3
27,34.6,8.29,3.307,0,21.3
27,34.6,8.29,3.307,0,21.2
27,34.6,8.29,3.043,0,21.2
27,34.6,8.29,2.998,0,21.2
27,34.6,8.29,2.707,0,21.2
26.9,34.6,8.29,2.663,0,21.2
26.9,34.6,8.29,2.656,0,21.2
26.9,34.6,8.29,2.656,0,21.2
26.9,34.6,8.29,2.656,0,21.1
26.9,34.6,8.29,2.656,0,21.1
26.9,34.6,8.29,2.656,0,21.1
26.9,34.6,8.29,2.642,0,21.1
26.9,34.7,8.29,2.628,0,21.1
26.9,34.7,8.29,2.628,0,21.1
26.9,34.7,8.29,2.628,0,21.1
26.9,34.7,8.29,2.628,0,21.1
26.9,34.7,8.29,2.616,0,21.1
26.9,34.7,8.29,2.628,0,21.1
26.9,34.7,8.29,2.628,0,21.1
26.9,34.7,8.29,2.628,0,21.1
26.9,34.7,8.25,2.628,0,21.1
26.9,34.7,8.24,2.628,0,21.1
26.9,34.7,8.23,2.628,0,21.1
26.9,34.7,8.23,2.628,0,21.1
26.9,34.7,8.23,2.628,0,21.1
26.8,34.7,8.23,2.628,0,21.1
26.8,34.7,8.23,2.643,0,21.1
26.8,34.7,8.23,2.645,0,21.1
26.8,34.7,8.23,2.646,0,21.2
26.8,34.7,8.23,2.646,0,21.2
26.8,34.7,8.23,2.646,0,21.2
26.8,34.7,8.23,2.815,0,21.2
26.8,34.7,8.23,2.841,0,21.2
26.8,34.7,8.23,2.842,0,21.2
26.8,34.7,8.23,2.842,0,21.2
26.8,34.7,8.23,2.845,0,21.2
26.8,34.7,8.23,2.856,0,21.3
26.8,34.7,8.23,2.845,0,21.3
26.8,34.7,8.23,2.845,0,21.3
26.8,34.7,8.23,2.845,0,21.3
26.8,34.7,8.23,2.845,0,21.3
26.8,34.7,8.23,2.845,0,21.3
26.8,34.7,8.23,2.845,0,21.3
26.8,34.7,8.23,2.845,0,21.3
26.8,34.7,8.23,2.845,0,21.4
26.8,34.7,8.23,2.845,0,21.4
26.7,34.7,8.23,2.845,0,21.4
26.7,34.7,8.23,2.845,0,21.4
26.7,34.7,8.23,2.978,0,21.4
26.7,34.7,8.23,3.153,0,21.4
26.7,34.7,8.23,3.642,0,21.4
26.7,34.7,8.23,3.731,0,21.4
26.7,34.7,8.23,3.734,0,21.4
26.7,34.7,8.23,3.734,0,21.5
26.7,34.7,8.23,3.789,0,21.5
26.7,34.7,8.23,3.922,0,21.5
26.7,34.7,8.23,4.064,0,21.5
26.7,34.7,8.23,4.08,0,21.5
26.7,34.7,8.23,4.081,0,21.5
26.7,34.7,8.23,4.222,0,21.5
26.7,34.7,8.23,4.339,0,21.5
26.7,34.7,8.23,4.523,0,21.6
26.6,34.7,8.23,4.546,0,21.6
26.6,34.7,8.23,4.547,0,21.6
26.6,34.7,8.23,4.547,0,21.6
26.6,34.7,8.23,4.547,0,21.6
26.6,34.7,8.23,4.547,0,21.6
26.6,34.7,8.23,4.547,0,21.6
26.6,34.7,8.23,4.547,0,21.6
26.6,34.7,8.23,4.547,0,21.6
26.6,34.7,8.23,4.502,0,21.7
26.6,34.7,8.23,4.357,0,21.7
26.6,34.7,8.23,4.331,0,21.7
26.6,33.5,8.23,4.332,0,21.7
26.6,33.3,8.23,4.332,0,21.7
26.6,33.3,8.23,4.332,0,21.7
26.6,33.3,8.23,4.332,0,21.7
26.6,33.3,8.23,4.29,0,21.7
26.6,33.3,8.23,4.371,0,21.8
26.6,33.3,8.23,4.409,0,21.8
26.6,33.3,8.23,4.525,0,21.8
26.6,33.3,8.23,4.576,0,21.8
26.6,33.3,8.23,4.845,0,21.8
26.6,33.3,8.23,4.905,0,21.8
26.6,33.3,8.23,4.907,0,21.8
26.6,33.3,8.23,4.907,0,21.8
26.6,33.3,8.23,4.907,0,21.9
26.6,33.3,8.23,4.907,0,21.9
26.6,33.3,8.23,4.907,0,21.9
26.6,33.3,8.24,4.907,0,21.9
26.6,33.3,8.25,4.907,0,21.9
26.6,33.3,8.26,4.871,0,21.9
26.6,33.3,8.26,4.869,0,21.9
26.6,33.3,8.26,4.869,0,21.9
26.6,33.3,8.27,4.873,0,21.9
26.6,33.3,8.27,4.738,0,22
26.6,33.3,8.27,4.723,0,22
26.6,33.3,8.27,4.723,0,22
26.6,33.3,8.27,4.723,0,22
26.6,33.3,8.27,4.723,0,22
26.6,33.3,8.27,4.62,0,22
26.6,33.4,8.27,4.595,0,22
26.6,33.4,8.27,4.595,0,22
26.6,33.6,8.27,4.595,0,22
26.6,33.6,8.27,4.595,0,22
26.6,33.7,8.27,4.595,0,22
26.6,34,8.27,4.571,0,22
26.6,34,8.27,4.595,0,22.1
26.6,34,8.27,4.595,0,22.1
26.6,34,8.27,4.595,0,22.1
26.6,34.3,8.27,4.657,0,22.1
26.6,34.4,8.27,4.571,0,22.1
26.6,34.5,8.27,4.571,0,22.1
26.6,34.5,8.27,4.571,0,22.1
26.6,34.5,8.27,4.571,0,22.1
26.6,34.5,8.27,4.571,0,22.1
26.6,34.5,8.27,4.571,0,22.1
26.6,34.5,8.27,4.571,0,22.1
26.6,34.5,8.27,4.763,0,22.1
26.6,34.5,8.3,4.888,0,22.1
26.6,34.5,8.3,4.889,0,22.2
26.6,34.5,8.3,4.889,0,22.2
26.6,34.5,8.3,4.889,0,22.2
26.6,34.5,8.3,4.889,0,22.2
26.6,34.5,8.3,4.889,0,22.2
26.6,34.5,8.3,4.889,0,22.2
26.6,34.5,8.3,4.853,0,22.3
26.6,34.5,8.3,4.853,0,22.3
26.6,34.5,8.3,4.853,0,22.3
26.6,34.5,8.3,4.853,0,22.3
26.6,34.5,8.3,4.853,0,22.4
26.6,34.5,8.32,4.853,0,22.4
26.6,34.5,8.33,4.853,0,22.4
26.6,34.3,8.33,4.78,0,22.4
26.6,33.6,8.33,4.853,0,22.5
26.6,33.5,8.33,4.853,0,22.5
26.6,33.5,8.33,4.853,0,22.5
26.6,33.5,8.33,4.694,0,22.6
26.6,33.5,8.33,4.451,0,22.6
26.7,33.5,8.33,4.431,0,22.7
26.7,33.5,8.33,4.432,0,22.7
26.7,33.5,8.33,4.432,0,22.8
26.7,33.5,8.33,4.432,0,22.8
26.7,33.5,8.33,4.432,0,22.9
26.7,33.5,8.33,4.432,0,22.9
26.7,33.5,8.33,4.789,0,23
26.7,33.5,8.33,4.849,0,23
26.7,33.5,8.33,4.851,0,23.1
26.7,33.5,8.33,4.851,0,23.1
26.7,33.5,8.33,4.987,0,23.2
26.7,33.5,8.33,5.27,0,23.3
26.7,33.5,8.33,5.457,0,23.3
26.7,33.5,8.33,5.48,0,23.4
26.7,33.5,8.33,5.481,0,23.5
26.7,33.5,8.33,5.505,0,23.6
26.7,33.5,8.33,6.091,0,23.6
26.7,33.5,8.33,6.21,0,23.7
26.7,33.5,8.33,6.404,0,23.8
26.7,33.5,8.33,6.371,0,23.9
26.7,33.6,8.33,6.371,0,24
26.7,33.6,8.33,6.371,0,24.1
26.7,33.6,8.33,6.371,0,24.2
26.7,33.6,8.33,6.449,0,24.3
26.7,33.6,8.33,6.312,0,24.4
26.7,33.6,8.33,6.205,0,24.5
26.7,33.6,8.33,6.047,0,24.6
26.7,33.6,8.33,5.771,0,24.7
26.7,33.6,8.34,5.649,0,24.8
26.7,33.6,8.36,5.423,0,24.9
26.7,33.6,8.36,5.172,0,25
26.7,33.6,8.36,5.033,0,25.1
26.7,33.6,8.36,4.792,0,25.2
26.7,33.6,8.36,4.685,0,25.3
26.7,33.6,8.36,4.683,0,25.5
26.7,33.6,8.36,4.683,0,25.6
26.7,33.6,8.36,4.683,0,25.7
26.7,33.5,8.36,4.683,0,25.8
26.7,33.5,8.36,4.683,0,25.9
26.7,33.5,8.36,4.683,0,26
26.7,33.5,8.36,4.683,0,26.1
26.7,33.5,8.36,4.683,0,26.2
26.7,33.5,8.36,4.758,0,26.3
26.7,33.5,8.36,5.018,0,26.5
26.7,33.5,8.36,5.071,0,26.6
26.7,33.5,8.36,5.072,0,26.7
26.7,33.5,8.36,5.072,0,26.8
26.7,33.5,8.36,5.072,0,26.9
26.7,33.5,8.36,5.072,0,27
26.7,33.5,8.36,5.072,0,27.1
26.7,33.5,8.36,5.072,0,27.1
