Temp(degC),Salinity(PSU),pH,DO(mg/l),precipitation(mm),Air_temp(degC)
25.934,33.79522016,8.40525,6.2297,0,26.98041018
25.94,33.85111008,8.4039,6.2344,0,26.84720509
25.947,33.89355504,8.40245,6.238,0,26.71360255
25.951,33.91827752,8.4017,6.2298,0,26.58080127
25.9545,33.93063876,8.40165,6.2216,0,26.44840064
25.95275,33.93681938,8.402075,6.211,0,26.31620032
25.951875,33.947,8.4022625,6.2014,0,26.18560016
25.9514375,33.943,8.40235625,6.1986,0,26.05930008
25.95121875,33.9485,8.402403125,6.1966,0,25.93865004
25.95110938,33.96225,8.402426563,6.1944,0,25.82432502
25.95105469,33.983125,8.402438281,6.1964,0,25.71716251
25.95102734,34.0005625,8.402444141,6.2034,0,25.61608125
25.95101367,34.01828125,8.40244707,6.2159,0,25.52254063
25.95100684,34.03714062,8.406423535,6.2356,0,25.43727031
25.95050342,34.05557031,8.418311768,6.2501,0,25.35763516
25.94525171,34.04828516,8.427455884,6.2505,0,25.28131758
25.93812585,34.04464258,8.432027942,6.1965,0,25.20615879
25.93156293,34.04282129,8.434313971,6.1954,0,25.13107939
25.92478146,34.04191064,8.434156985,6.1813,0,25.0565397
25.91689073,34.04145532,8.434078493,6.14935,0,24.98426985
25.90894537,34.04122766,8.434039246,6.099125,0,24.91313492
25.90097268,34.04111383,8.434019623,6.0297125,0,24.84206746
25.89198634,34.04105692,8.434009812,5.95195625,0,24.77353373
25.88099317,34.04102846,8.4408,5.896428125,0,24.70926687
25.86699659,34.04101423,8.4366,5.876714062,0,24.65063343
25.84949829,33.97750711,8.4368,5.876807031,0,24.59881672
25.82874915,33.86225356,8.4369,5.876853516,0,24.55340836
25.80537457,33.70312678,8.434,5.876876758,0,24.51220418
25.77868729,33.49556339,8.4317,5.876888379,0,24.47560209
25.74884364,33.23378169,8.4297,5.876894189,0,24.44430104
25.71642182,32.94789085,8.4274,5.876897095,0,24.41665052
25.68421091,32.67494542,8.4255,5.876898547,0,24.39082526
25.65310546,32.43097271,8.4227,5.876899274,0,24.36591263
25.62455273,32.23898636,8.4184,5.876899637,0,24.34045632
25.59777636,32.13749318,8.4146,5.876899818,0,24.31422816
25.57238818,32.08674659,8.4121,5.894349909,0,24.28911408
25.54869409,32.06137329,8.4102,5.921474955,0,24.26405704
25.52784705,32.04868665,8.4095,5.954537477,0,24.23802852
25.50892352,32.04234332,8.409,5.990318739,0,24.21251426
25.49146176,32.03917166,8.4081,5.981959369,0,24.18775713
25.47473088,32.03758583,8.4073,5.977779685,0,24.16487856
25.45836544,32.02179292,8.4068,5.975689842,0,24.14443928
25.44318272,32.00939646,8.4066,5.974644921,0,24.12571964
25.43059136,32.00319823,8.407,5.974122461,0,24.10735982
25.42079568,31.997,8.4078,5.97386123,0,24.08967991
25.41339784,31.995,8.4088,5.973730615,0,24.07733996
25.40869892,31.994,8.4091,5.973665308,0,24.07716998
25.40484946,31.9865,8.4076,5.973632654,0,24.07725497
25.399,31.97625,8.4044,5.973616327,0,24.07729746
25.397,31.968125,8.3989,5.939808163,0,24.07731871
25.396,31.9515625,8.3952,5.880504082,0,24.07732933
25.396,31.95984375,8.38875,5.797602041,0,24.07733464
25.396,31.96398438,8.379525,5.69285102,0,24.07733199
25.395,31.96605469,8.3674125,5.56622551,0,24.07733066
25.395,31.96708984,8.35350625,5.425662755,0,24.07733
25.394,31.96760742,8.339153125,5.281531378,0,24.07732966
25.392,31.96786621,8.324926562,5.137465689,0,24.0773295
25.39,31.96799561,8.311613281,4.998732844,0,24.07732941
25.387,31.9680603,8.298806641,4.864916422,0,24.07732937
25.3885,31.96809265,8.28575332,4.733108211,0,24.07732935
25.38925,32.05954633,8.27287666,4.634554106,0,24.07732934
25.389625,32.26327316,8.26893833,4.667027053,0,24.07166467
25.3898125,32.52413658,8.270907495,4.683263526,0,24.06283234
25.38990625,32.79156829,8.271892078,4.691381763,0,24.05291617
25.38995313,33.04278415,8.272384369,4.695440882,0,24.04395808
25.38997656,33.24789207,8.272138223,4.697470441,0,24.03747904
25.38998828,33.41844604,8.27201515,4.69848522,0,24.03223952
25.38999414,33.57722302,8.271953614,4.69899261,0,24.02611976
25.39549707,33.70761151,8.271922846,4.699246305,0,24.02005988
25.41224854,33.79830575,8.271907462,4.699373153,0,24.01402994
25.43412427,33.86415288,8.27189977,4.699436576,0,24.00851497
25.45606213,33.92007644,8.274,4.699404864,0,24.00325749
25.47603107,33.97603822,8.2788,4.699389008,0,23.99812874
25.49101553,34.04751911,8.2769,4.699381081,0,23.99256437
25.50250777,34.10525955,8.271449885,4.699377117,0,23.99178219
25.50925388,34.13412978,8.267374942,4.699375135,0,23.99217328
25.51262694,34.14856489,8.258437471,4.699374144,0,23.99236882
25.52,34.15578244,8.243468736,4.699373648,0,23.9924666
25.517,34.15939122,8.238134368,4.6993734,0,23.99251548
25.516,34.171,8.238567184,4.699373276,0,23.99253993
25.519,34.165,8.238433592,4.685686638,0,23.99255215
25.523,34.163,8.238366796,4.678843319,0,23.99255826
25.529,34.171,8.238333398,4.67542166,0,23.987
25.535,34.18,8.238316699,4.66561083,0,23.991
25.542,34.203,8.238308349,4.660705415,0,23.99427913
25.55,34.246,8.238304175,4.6558,0,23.99813957
25.5585,34.298,8.238302087,4.655,0,24.00306978
25.56725,34.3285,8.2328,4.6495,0,24.00853489
25.575125,34.34375,8.239,4.6315,0,24.01426745
25.5790625,34.351375,8.2383,4.5911,0,24.02013372
25.57709375,34.3551875,8.236,4.5359,0,24.02606686
25.57610938,34.35709375,8.2355,4.47645,0,24.03203343
25.57561719,34.35804687,8.2321,4.410225,0,24.03751672
25.57537109,34.35852344,8.2257,4.3369125,0,24.04225836
25.57524805,34.35876172,8.2198,4.25995625,0,24.04662918
25.57518652,34.364,8.2152,4.181478125,0,24.05181459
25.57515576,34.359,8.2131,4.105889063,0,24.05690729
25.57514038,34.368,8.2155,4.038694531,0,24.06245365
25.57513269,34.379,8.2187,3.977747266,0,24.06822682
25.56956635,34.384,8.2205,3.919873633,0,24.07411341
25.55428317,34.393,8.2238,3.890986816,0,24.08005671
25.53114159,34.404,8.2283,3.905430225,0,24.08552835
25.50357079,34.416,8.2333,3.912651929,0,24.09176418
25.4767854,34.427,8.2388,3.916262781,0,24.09788209
25.4518927,34.436,8.244,3.918068207,0,24.10444104
25.43144635,34.439,8.2483,3.91897092,0,24.11172052
25.41522317,34.442,8.2533,3.919422276,0,24.11936026
25.40161159,34.447,8.2599,3.919647955,0,24.12768013
25.39480579,34.452,8.2508,3.919760794,0,24.13684007
25.3914029,34.455,8.24955,3.919704374,0,24.14692003
25.387,34.458,8.248925,3.919676164,0,24.15746002
25.388,34.457,8.2486125,3.919662059,0,24.16823001
25.387,34.456,8.24845625,3.919655007,0,24.178615
25.381,34.453,8.248378125,3.919651481,0,24.1883075
25.376,34.448,8.248339063,3.919649718,0,24.19815375
25.376,34.439,8.248319531,3.919648836,0,24.20807688
25.375,34.4325,8.247359766,3.919649277,0,24.21753844
25.376,34.42075,8.235779883,3.919649497,0,24.22676922
25.376,34.406375,8.221239941,3.919649607,0,24.23538461
25.377,34.3921875,8.216169971,3.919649663,0,24.2441923
25.378,34.37959375,8.213634985,3.91964969,0,24.25309615
25.381,34.36929688,8.212367493,3.919649704,0,24.26154808
25.383,34.36164844,8.211733746,3.919649711,0,24.27027404
25.384,34.349,8.211416873,3.919649714,0,24.27813702
25.384,34.347,8.211258437,3.919649716,0,24.28606851
25.381,34.35,8.211179218,3.923824858,0,24.29353425
25.379,34.352,8.211139609,3.947062429,0,24.30126713
25.377,34.349,8.2067,3.977181214,0,24.31013356
25.374,34.342,8.2111,4.006590607,0,24.32056678
25.371,34.3355,8.2082,4.027145304,0,24.33328339
25.367,34.32425,8.2033,4.042922652,0,24.3481417
25.362,34.310125,8.2002,4.060961326,0,24.36507085
25.355,34.2925625,8.205,4.078830663,0,24.38503542
25.3515,34.29678125,8.20585,4.095615331,0,24.40751771
25.34525,34.29889062,8.206275,4.114907666,0,24.43175886
25.338125,34.29994531,8.2064875,4.139753833,0,24.45637943
25.3305625,34.30047266,8.20659375,4.173676916,0,24.47968971
25.32228125,34.30073633,8.206646875,4.221238458,0,24.50134486
25.31414063,34.30086816,8.207423438,4.280469229,0,24.52117243
25.30557031,34.30093408,8.207811719,4.348334615,0,24.54058621
25.29678516,34.30096704,8.213605859,4.426867307,0,24.55829311
25.28789258,34.30098352,8.22730293,4.517333654,0,24.57414655
25.27944629,34.30099176,8.239851465,4.580716827,0,24.58857328
25.27122314,34.31349588,8.244125732,4.594708413,0,24.60128664
25.26311157,34.32974794,8.246262866,4.598904207,0,24.61264332
25.25505579,34.34237397,8.247331433,4.601002103,0,24.62332166
25.24752789,34.35018699,8.247865717,4.602051052,0,24.62916083
25.24026395,34.35409349,8.248132858,4.602575526,0,24.63208041
25.23413197,34.35604675,8.248266429,4.602837763,0,24.63354021
25.23156599,34.365,8.248333215,4.602968881,0,24.638
25.23228299,34.36,8.248366607,4.603034441,0,24.635
25.2326415,34.358,8.2524,4.60306722,0,24.637
25.23282075,34.36,8.2484,4.6087,0,24.64
25.23291037,34.368,8.252,4.6031,0,24.6465
25.23286556,34.378,8.2582,4.6065,0,24.65725
25.23284315,34.383,8.26085,4.6036,0,24.671625
25.23283195,34.39,8.266925,4.61305,0,24.6908125
25.23282635,34.397,8.2770625,4.631675,0,24.71590625
25.229,34.405,8.28928125,4.6447875,0,24.74395312
25.233,34.414,8.301690625,4.63959375,0,24.77097656
25.234,34.422,8.313045312,4.636996875,0,24.79498828
25.234,34.429,8.321522656,4.635698438,0,24.81299414
25.233,34.436,8.328411328,4.635049219,0,24.82699707
25.231,34.446,8.335805664,4.634724609,0,24.83849854
25.226,34.458,8.334302832,4.634562305,0,24.84524927
25.219,34.471,8.333551416,4.634481152,0,24.84862463
25.213,34.485,8.333175708,4.634440576,0,24.852
25.211,34.496,8.332987854,4.634420288,0,24.8535
25.213,34.506,8.332893927,4.634410144,0,24.85775
25.2335,34.515,8.332846964,4.621105072,0,24.866875
25.234,34.523,8.332823482,4.596302536,0,24.8794375
25.2375,34.53,8.332811741,4.559601268,0,24.89271875
25.24725,34.535,8.33280587,4.510650634,0,24.90785938
25.255625,34.538,8.332802935,4.448075317,0,24.92592969
25.2528125,34.541,8.325651468,4.377687659,0,24.94496484
25.25140625,34.543,8.316275734,4.307193829,0,24.96398242
25.25070313,34.546,8.306737867,4.238746915,0,24.98099121
25.25035156,34.55,8.298868933,4.175723457,0,24.99499561
25.25052734,34.553,8.292634467,4.117111729,0,25.0064978
25.25061523,34.554,8.289067233,4.059705864,0,25.0177489
25.25065918,34.555,8.287283617,4.006352932,0,25.02737445
25.25068115,34.555,8.2824,3.959276466,0,25.03568723
25.25069214,34.555,8.2846,3.914938233,0,25.04284361
25.25,34.555,8.2855,3.869469117,0,25.04942181
25.243,34.555,8.2851,3.821034558,0,25.0562109
25.245,34.555,8.2819,3.766617279,0,25.06360545
25.25,34.556,8.2789,3.70880864,0,25.07180273
25.25334607,34.557,8.2781,3.65180432,0,25.07890136
25.26067303,34.558,8.2772,3.59455216,0,25.08595068
25.27333652,34.561,8.2762,3.55927608,0,25.09247534
25.28866826,34.562,8.2745,3.56043804,0,25.09873767
25.30283413,34.56,8.2707,3.56101902,0,25.10536884
25.30991706,34.557,8.2656,3.56130951,0,25.11168442
25.31345853,34.549,8.26235,3.561454755,0,25.11784221
25.31522927,34.54,8.256325,3.561382132,0,25.1239211
25.31611463,34.5345,8.2476125,3.561345821,0,25.13046055
25.31655732,34.53575,8.23605625,3.561327666,0,25.13723028
25.323,34.536375,8.221278125,3.561318588,0,25.14461514
25.318,34.5366875,8.205889063,3.561314049,0,25.15330757
25.317,34.53653125,8.201094531,3.561311779,0,25.16365378
25.3215,34.53645312,8.199497266,3.561310645,0,25.17632689
25.327,34.53641406,8.199198633,3.561310077,0,25.19216345
25.336,34.53639453,8.199347949,3.561309794,0,25.21108172
25.3475,34.53638477,8.199422607,3.553754897,0,25.23304086
25.36225,34.53637988,8.199459937,3.528977448,0,25.25902043
25.381125,34.53637744,8.199478601,3.483288724,0,25.28901022
25.4020625,34.53637622,8.199487933,3.425644362,0,25.32050511
25.42353125,34.53637561,8.199492599,3.366322181,0,25.34975255
25.44476562,34.53468781,8.1963,3.310011091,0,25.37537628
25.46388281,34.5083439,8.1979,3.264105545,0,25.39168814
25.48194141,34.45917195,8.1989,3.223302773,0,25.39984407
25.5009707,34.39108598,8.2018,3.235951386,0,25.40392203
25.51948535,34.29954299,8.2032,3.242275693,0,25.40596102
25.53774268,34.22827149,8.2028,3.245437847,0,25.40698051
25.55487134,34.24463575,8.2034,3.247018923,0,25.408
25.56743567,34.25281787,8.2056,3.247809462,0,25.4095
25.57371783,34.25690894,8.2079,3.248204731,0,25.41725
25.57685892,34.25895447,8.21325,3.248402365,0,25.435625
25.57842946,34.25997723,8.220675,3.248501183,0,25.4643125
25.57921473,34.26048862,8.2288375,3.248550591,0,25.50015625
25.57960736,34.26074431,8.23801875,3.248575296,0,25.54557812
25.57980368,34.26061646,8.248409375,3.248562944,0,25.60328906
25.585,34.26055254,8.253454687,3.248556767,0,25.66814453
25.58,34.26052058,8.253027344,3.248553679,0,25.73357227
25.58,34.2605046,8.252813672,3.248552135,0,25.79628613
25.5855,34.26049661,8.252706836,3.248551363,0,25.85164307
25.59125,34.26049261,8.252653418,3.248550977,0,25.90232153
25.600625,34.26049061,8.252626709,3.248550784,0,25.95316077
25.6148125,34.26048962,8.252613354,3.248550688,0,26.00208038
25.63490625,34.26048912,8.252606677,3.24855064,0,26.04654019
25.65895313,34.24974456,8.252603339,3.19092532,0,26.0897701
25.68497656,34.24437228,8.2585,3.09141266,0,26.13338505
25.71148828,34.24168614,8.2526,2.98455633,0,26.17919252
25.73724414,34.24034307,8.2494,2.940378165,0,26.23009626
25.76312207,34.23967153,8.2467,2.962467247,0,26.28354813
25.79206104,34.23933577,8.2429,2.973511789,0,26.33577407
25.82353052,34.23916788,8.2403,2.979034059,0,26.38788703
25.85726526,34.23,8.239,2.981795195,0,26.43944352
25.89213263,34.239,8.2377,2.983175762,0,26.49172176
25.92656631,34.234,8.2359,2.983866046,0,26.54586088
25.95978316,34.223,8.2334,2.984211188,0,26.60143044
25.99189158,34.194,8.2293,2.984383759,0,26.65871522
26.02194579,34.148,8.2256,2.984470044,0,26.71785761
26.04947289,34.092,8.2233,3.019285022,0,26.7799288
26.05273645,34.023,8.2215,3.140642511,0,26.8449644
26.05110467,33.94,8.2203,3.334621256,0,26.9139822
26.05028878,33.916,8.2203,3.563710628,0,26.9849911
26.04988084,33.9225,8.2213,3.784705314,0,27.05699555
26.04967687,33.92575,8.2241,3.983252657,0,27.12899778
26.04957488,33.925375,8.2292,4.096376328,0,27.19999889
26.04952389,33.9251875,8.23465,4.152938164,0,27.27099944
26.04949839,33.92509375,8.239475,4.181219082,0,27.34249972
26.04948564,33.92504687,8.2471375,4.195359541,0,27.41474986
26.04947927,33.92502344,8.25731875,4.202429771,0,27.48637493
26.03723963,33.92501172,8.268709375,4.205964885,0,27.55768747
26.02861982,33.92500586,8.279704688,4.2173,0,27.62884373
26.02580991,33.929,8.289602344,4.2134,0,27.69992187
26.02640495,33.933,8.297301172,4.2425,0,27.77096093
26.02670248,33.925,8.301150586,4.2905,0,27.84148047
26.02685124,33.9235,8.303075293,4.3367,0,27.91074023
26.02692562,33.91125,8.304037646,4.39445,0,27.97837012
26.02696281,33.883125,8.3079,4.471725,0,28.04418506
26.0269814,33.8470625,8.305,4.5571125,0,28.10709253
26.0269907,33.83153125,8.3054,4.64175625,0,28.16554626
26.02,33.82476562,8.30835,4.716228125,0,28.21877313
26.023,33.82438281,8.312775,4.766914062,0,28.26588657
26.02699535,33.82457422,8.3202875,4.805457031,0,28.30594328
26.03199768,33.82466992,8.32944375,4.848478516,0,28.33897164
26.03899884,33.82471777,8.341121875,4.892639258,0,28.36448582
26.04749942,33.8247417,8.343160937,4.937969629,0,28.38124291
26.05674971,33.82475366,8.342141406,4.975234814,0,28.39262146
26.06737485,33.82475964,8.341631641,4.993867407,0,28.40381073
26.08018743,33.816,8.341376758,5.003183704,0,28.41690536
26.09609371,33.818,8.341249316,5.007841852,0,28.43545268
26.11354686,33.824,8.341185596,5.010170926,0,28.45772634
26.13177343,33.83137982,8.341217456,5.011335463,0,28.48236317
26.14988671,33.84318991,8.341233386,5.011917731,0,28.47918159
26.14994336,33.86009496,8.341241351,5.012208866,0,28.47759079
26.14991504,33.88004748,8.341245334,5.022,0,28.4767954
26.14990087,33.89902374,8.341247325,5.0125,0,28.4763977
26.14989379,33.91801187,8.341248321,5.02065,0,28.47619885
26.14989025,33.93600593,8.341248819,5.0366,0,28.47609942
26.14988848,33.95250297,8.341249067,5.0682,0,28.47604971
26.1498876,33.96825148,8.341249192,5.1129,0,28.47602486
26.14988716,33.98212574,8.345224596,5.17625,0,28.47601243
26.14988694,33.99306287,8.356662298,5.263025,0,28.47600621
26.14988682,34.00353144,8.371681149,5.3596625,0,28.44550311
26.14094341,34.01576572,8.386640574,5.42363125,0,28.40475155
26.13147171,34.03088286,8.394870287,5.455615625,0,28.36437578
26.12673585,34.04994143,8.397835144,5.471607813,0,28.33318789
26.12436793,34.07297071,8.396367572,5.479603906,0,28.31259394
26.12318396,34.08498536,8.395633786,5.483601953,0,28.30229697
26.12259198,34.07897804,8.395266893,5.485600977,0,28.29714849
26.115,34.07597438,8.395083446,5.486600488,0,28.29457424
26.122,34.07447255,8.394991723,5.487100244,0,28.292
26.1185,34.07372163,8.394945862,5.487350122,0,28.29
26.1145,34.07334617,8.394922931,5.4876,0,28.2795
26.10475,34.07315844,8.394911465,5.4947,0,28.25325
26.087875,34.07306458,8.4008,5.5059,0,28.214625
26.0669375,34.07301765,8.3949,5.5058,0,28.1698125
26.04046875,34.07299418,8.394905733,5.5146,0,28.11540625
26.00723437,34.07300591,8.394908599,5.5237,0,28.04820313
25.97111719,34.07301178,8.394910032,5.5401,0,27.97460156
25.93655859,34.07301471,8.394910749,5.5648,0,27.90080078
25.9062793,34.07301618,8.394911107,5.596,0,27.82990039
25.88363965,34.07301691,8.394911286,5.63115,0,27.7684502
25.86681982,34.07301728,8.394911376,5.675125,0,27.7122251
25.85840991,34.07301746,8.394911421,5.7335625,0,27.65611255
25.85420496,34.07301737,8.39785571,5.80778125,0,27.60255627
25.85210248,34.07301733,8.406277855,5.900140625,0,27.55327814
25.848,34.0730173,8.420388928,5.926020313,0,27.50463907
25.85,34.07301729,8.435294464,5.913080469,0,27.45381953
25.8485,34.07301729,8.447297232,5.906610547,0,27.39790977
25.844,34.07301728,8.451648616,5.903375586,0,27.33345488
25.837,34.07301728,8.450174308,5.901758105,0,27.26322744
25.83,34.07301728,8.449437154,5.900949365,0,27.19011372
25.822,34.07301728,8.449068577,5.900544995,0,27.11305686
25.812,34.05450864,8.448884288,5.90034281,0,27.03202843
25.8015,34.00625432,8.448792144,5.900241718,0,26.95001422
25.79075,33.97762716,8.448746072,5.900191171,0,26.87050711
25.781875,33.97081358,8.448723036,5.894795586,0,26.79725355
25.7754375,33.97422037,8.448711518,5.874347793,0,26.73312678
25.77021875,33.97592377,8.456,5.847773896,0,26.67806339
25.76510938,33.97677546,8.448705759,5.810636948,0,26.62853169
25.75955469,33.97720131,8.44430288,5.772868474,0,26.58776585
25.75377734,33.97741424,8.43685144,5.740234237,0,26.55688292
25.74738867,33.9775207,8.42742572,5.704717119,0,26.53044146
25.74119434,33.97757393,8.41751286,5.658058559,0,26.50222073
25.73409717,33.97760054,8.40715643,5.59407928,0,26.46861037
25.72554858,33.97761385,8.396478215,5.50393964,0,26.42530518
25.71627429,33.98080693,8.385889107,5.39311982,0,26.37365259
25.70613715,34.00090346,8.375644554,5.27060991,0,26.3178263
25.69456857,34.03245173,8.366122277,5.132604955,0,26.25491315
25.68228429,34.07372587,8.357761138,4.977202477,0,26.18245657
25.67014214,34.11936293,8.349930569,4.815901239,0,26.10572829
25.66857107,34.16168147,8.341615285,4.661400619,0,26.03086414
25.66935661,34.18934073,8.332607642,4.52200031,0,25.96043207
25.66974938,34.20317037,8.322503821,4.408900155,0,25.89921604
25.66994576,34.21008518,8.311701911,4.319450077,0,25.84460802
25.67004395,34.21354259,8.300950955,4.252475039,0,25.79230401
25.67009305,34.2152713,8.290025478,4.218987519,0,25.743652
25.6701176,34.21613565,8.278812739,4.20224376,0,25.700826
25.67012987,34.229,8.268006369,4.19387188,0,25.661413
25.67013601,34.218,8.261353185,4.1855,0,25.6257065
25.67013907,34.2235,8.258026592,4.1821,0,25.59135325
25.67456954,34.2315,8.256363296,4.164,0,25.55717663
25.68428477,34.24425,8.255531648,4.13755,0,25.52508831
25.69814238,34.237875,8.255115824,4.114325,0,25.49804416
25.71607119,34.2346875,8.254907912,4.0886625,0,25.47602208
25.7375356,34.23309375,8.254803956,4.05708125,0,25.45901104
25.7602678,34.23229687,8.2491,4.024440625,0,25.44600552
25.7816339,34.23189844,8.2527,4.012870312,0,25.43300276
25.79981695,34.23169922,8.2547,4.018655469,0,25.42000138
25.80890847,34.23159961,8.2537,4.021548047,0,25.40600069
25.81345424,34.2315498,8.2514,4.022994336,0,25.39050034
25.81572712,34.2315249,8.249,4.02371748,0,25.37375017
25.81686356,34.22276245,8.2442,4.024079053,0,25.35537509
25.81743178,34.22288123,8.2368,4.024259839,0,25.33318754
25.821,34.22294061,8.2303,4.024350232,0,25.30959377
25.818,34.22297031,8.2268,4.024395428,0,25.28779689
25.821,34.22298515,8.2263,4.024418027,0,25.26789844
25.8275,34.22299258,8.2305,4.050259013,0,25.25144922
25.83925,34.22299629,8.2369,4.112879507,0,25.23722461
25.853625,34.22299814,8.2524,4.204939753,0,25.22311231
25.8728125,34.22299907,8.2529,4.327569877,0,25.21005615
25.89840625,34.22299954,8.25975,4.483484938,0,25.19852808
25.92620313,34.22299977,8.269775,4.653542469,0,25.18776404
25.95310156,34.26299988,8.2806875,4.814171235,0,25.17738202
25.97655078,34.31399994,8.29109375,4.906385617,0,25.16619101
25.99427539,34.34599997,8.299596875,4.939992809,0,25.1535955
26.0071377,34.34199999,8.306698437,4.929796404,0,25.14029775
26.01806885,34.33999999,8.313499219,4.924698202,0,25.12714888
26.02203442,34.339,8.319299609,4.922149101,0,25.11407444
26.02101721,34.3385,8.323699805,4.920874551,0,25.10103722
26.02050861,34.33825,8.3308,4.920237275,0,25.08701861
26.0202543,34.338125,8.3335,4.919918638,0,25.0720093
26.02012715,34.3380625,8.3366,4.919759319,0,25.05600465
26.02006358,34.33803125,8.3408,4.919679659,0,25.03850233
26.02003179,34.33801562,8.3444,4.91963983,0,25.01975116
26.02001589,34.33800781,8.3461,4.919619915,0,24.99887558
26.02000795,34.31200391,8.347,4.892159957,0,24.97643779
26.026,34.27950195,8.347,4.850479979,0,24.9512189
26.02,34.28925098,8.3466,4.799939989,0,24.92460945
26.0165,34.29412549,8.3468,4.746919995,0,24.89780472
26.00975,34.29656274,8.347,4.690759997,0,24.87040236
26.000875,34.29778137,8.3472,4.629429999,0,24.84320118
25.9899375,34.29839069,8.3477,4.569464999,0,24.81610059
25.97746875,34.29869534,8.3484,4.5178825,0,24.7885503
25.96373438,34.29884767,8.3498,4.47709125,0,24.76127515
25.94936719,34.29892384,8.352,4.450895625,0,24.73363757
25.93468359,34.29896192,8.3533,4.429997812,0,24.70581879
25.9203418,34.29898096,8.3524,4.401098906,0,24.67640939
25.9076709,34.31799048,8.3496,4.361449453,0,24.6452047
25.89683545,34.33149524,8.3442,4.305924727,0,24.61110235
25.88991772,34.33824762,8.34065,4.236662363,0,24.57455117
25.88645886,34.34162381,8.334775,4.159381182,0,24.53627559
25.88472943,34.3433119,8.3266375,4.069740591,0,24.49563779
25.877,34.34415595,8.31606875,4.054770295,0,24.4528189
25.881,34.352,8.304484375,4.062255443,0,24.40940945
25.882,34.345,8.293342187,4.065998017,0,24.36620472
25.883,34.349,8.287721094,4.067869304,0,24.32460236
25.88,34.361,8.287660547,4.068804947,0,24.28580118
25.877,34.375,8.28769082,4.069272769,0,24.24940059
25.875,34.379,8.287705957,4.06950668,0,24.2147003
25.872,34.383,8.287713525,4.069623635,0,24.18285015
25.867,34.386,8.28771731,4.069565158,0,24.15442507
25.861,34.387,8.287719202,4.069535919,0,24.12721254
25.856,34.39,8.287720148,4.069521299,0,24.10010627
25.851,34.39,8.287720621,4.06951399,0,24.07205313
25.847,34.386,8.2821,4.069510335,0,24.04152657
25.842,34.381,8.287720857,4.069508507,0,24.00976328
25.8385,34.378,8.289160429,4.069507594,0,23.97738164
25.83275,34.376,8.288440643,4.069508051,0,23.94419082
25.824875,34.374,8.28808075,4.069508279,0,23.90959541
25.8164375,34.373,8.287900804,4.069508393,0,23.87429771
25.80821875,34.371,8.28781083,4.06950845,0,23.83814885
25.80110938,34.37,8.287765844,4.069508479,0,23.80207443
25.79505469,34.37,8.287743351,4.069508493,0,23.76603721
25.79202734,34.372,8.287732104,4.0695085,0,23.73001861
25.79051367,34.374,8.287726481,4.069508504,0,23.6925093
25.784,34.379,8.287723669,4.069508506,0,23.65375465
25.787,34.385,8.287725075,4.078404253,0,23.61337733
25.789,34.392,8.287725778,4.113802126,0,23.57218866
25.787,34.398,8.287726129,4.159051063,0,23.53159433
25.783,34.404,8.287726305,4.202425532,0,23.49179717
25.778,34.409,8.287726393,4.231512766,0,23.45339858
25.7695,34.415,8.287726437,4.252656383,0,23.41619929
25.75875,34.422,8.287726459,4.276278191,0,23.38009965
25.744875,34.428,8.28772647,4.298839096,0,23.34554982
25.7274375,34.435,8.287726475,4.319119548,0,23.31277491
25.70871875,34.439,8.302013238,4.341159774,0,23.28088746
25.69735938,34.44,8.322206619,4.367679887,0,23.24844373
25.69167969,34.437,8.342653309,4.403189943,0,23.21422186
25.68883984,34.43,8.357926655,4.453444972,0,23.17761093
25.68741992,34.4065,8.369363327,4.515422486,0,23.13930547
25.68670996,34.40475,8.380281664,4.584711243,0,23.09965273
25.68635498,34.393375,8.382740832,4.663505621,0,23.05832637
25.68617749,34.3891875,8.381511248,4.752852811,0,23.01466318
25.679,34.39128125,8.380896456,4.847126405,0,22.97083159
25.685,34.39232812,8.38058906,4.939963203,0,22.9284158
25.686,34.39285156,8.380435362,5.027181601,0,22.8887079
25.6795,34.39311328,8.380358513,5.103140801,0,22.85285395
25.675,34.39324414,8.380320088,5.1474204,0,22.82042697
25.6685,34.39330957,8.380300876,5.125280601,0,22.79071349
25.65825,34.39327686,8.38029127,5.114210701,0,22.76435674
25.644125,34.3932605,8.380296073,5.108675751,0,22.74167837
25.6280625,34.39325232,8.3765,5.105908276,0,22.72083919
25.61253125,34.406,8.3709,5.104524538,0,22.69841959
25.60226562,34.419,8.3665,5.103832669,0,22.6727098
25.59713281,34.42,8.3638,5.103486735,0,22.6418549
25.59456641,34.416,8.3633,5.103313768,0,22.60642745
25.5932832,34.413,8.3646,5.103227284,0,22.56771372
25.5926416,34.39465479,8.380298474,5.092013642,0,22.52435686
25.5923208,34.39532739,8.380299675,5.015256821,0,22.47567843
25.588,34.401,8.3877,4.906628411,0,22.42433922
25.591,34.4095,8.3943,4.817814205,0,22.37316961
25.592,34.4145,8.399,4.774257103,0,22.3240848
25.588,34.4175,8.4002,4.752478551,0,22.2790424
25.584,34.419,8.4008,4.751389276,0,22.2370212
25.581,34.4195,8.4027,4.751933913,0,22.1955106
25.578,34.42075,8.4034,4.752206232,0,22.1557553
25.572,34.420125,8.4024,4.752342392,0,22.11887765
25.567,34.4198125,8.4026,4.752274312,0,22.08443883
25.562,34.41965625,8.4048,4.752240272,0,22.05321941
25.557,34.41957813,8.40725,4.752223252,0,22.02460971
